"종류","문제","보기1","보기2","보기3","보기4","정답","해설"
"mcq","기후변화가 농업에 미치는 영향은 무엇일까요?[cite: 1]","농작물 생산의 안정화","병충해 감소","재배 가능한 작물의 변화","토양 비옥도 증가","재배 가능한 작물의 변화","기온과 강수 패턴이 변화하면서 재배 가능한 작물의 종류와 농업 방식이 변화할 수 있다.[cite: 1]"
"mcq","기후변화로 인해 발생할 수 있는 사회적 불안정 요인은 무엇일까요?[cite: 1]","교육수준 상승","기후난민 증가","사회적 안정성 증가","경제 불평등 감소","기후난민 증가","자연재해와 생태계 변화는 기후난민 문제를 초래할 수 있으며 사회적 불안정을 부른다.[cite: 1]"
"mcq","4월 22일은 기후변화 인식과 행동 촉구를 위해 전 세계적으로 기념하는 날이다. 괄호 안의 이 날은 무엇일까요?[cite: 1]","지구의 날","세계환경의 날","국제해양의 날","세계물의 날","지구의 날","매년 4월 22일로 정하여 기후변화와 환경 보호에 대한 인식을 높이고 행동을 촉구하는 날이다.[cite: 1]"
"mcq","조선의 공식 우량 측정기구인 측우기를 받치기 위해 만들어진 받침대의 이름은 무엇일까요?[cite: 1]","관상대","측우대","측정대","풍기대","측우대","측우대는 강우량을 측정하는 측우기를 받치는 받침돌이다.[cite: 1]"
"mcq","대기 상층 기상 요소를 측정하여 송신하는 장치로, 기구에 실려 20~30km 상공에 오르는 기상관측 장치는 무엇일까요?[cite: 1]","라디오존데","백엽상","기상위성","라디오스타","라디오존데","라디오존데는 기온, 기압, 습도 등 기상 요소들의 수직 분포를 측정할 수 있는 기구이다.[cite: 1]"
"mcq","우리나라의 4계절에서 100년 전에 비하여 기상학적 계절일수가 가장 많이 늘어난 것은 무엇일까요?[cite: 1]","봄","여름","가을","겨울","여름","여름 일수가 크게 증가하고 겨울 일수가 감소하였다.[cite: 1]"
"mcq","다음 국제기구 중에서 기후변화를 주로 다루지 않는 기관은 무엇일까요?[cite: 1]","WMO (세계기상기구)","UNEP (유엔환경계획)","IPCC (기후변화에관한정부간협의체)","IMF (국제통화기금)","IMF (국제통화기금)","IMF는 국제통화기금으로 지구환경이나 기후위기 문제를 주로 다루는 기관이 아니다.[cite: 1]"
"mcq","다음 중 지구온난화로 인해 예상되는 생활의 변화로 적절하지 않은 것은 무엇일까요?[cite: 1]","더위로 인한 스트레스와 질병이 증가한다.","우리나라의 대부분의 지역에서 아열대 작물이 재배된다.","해수면 상승으로 지대가 낮은 일부 지역이 침수될 수 있다.","중국으로부터의 황사가 줄어든다.","중국으로부터의 황사가 줄어든다.","지구온난화로 사막이 늘어나고 가뭄이 지속되면 황사는 더 심해질 수 있다.[cite: 1]"
"mcq","IPCC 제6차 평가보고서에서는 SSP 시나리오를 사용하고 있다. SSP 시나리오의 온실가스 농도는 몇 년도를 기준으로 하였을까요?[cite: 1]","2050년","2070년","2100년","2150년","2100년","SSP는 2100년 기준 온실가스 농도와 미래 사회경제 지표의 정량적 변화 내용을 포함하였다.[cite: 1]"
"ox","교토의정서는 선진국과 개발도상국 모두에게 온실가스 감축 의무를 부여했다.","O","X","","","X","교토의정서는 주로 선진국에 감축 의무를 부여했으며, 이후 체결된 파리협정이 모든 국가에 감축 의무를 부여했다."
"ox","대기 중의 이산화탄소 농도가 증가하면 해수에 더 많은 이산화탄소가 녹아들게 되어 해양 산성화를 유발한다.","O","X","","","O","해수가 이산화탄소를 흡수하여 점차 산성으로 변하는 해양 산성화는 산호와 조개류 등 해양 생태계에 심각한 피해를 준다."
"ox","엘니뇨 시기에는 평소보다 무역풍이 약해져 페루 연안의 차가운 바닷물이 솟아오르는 용승 현상이 약해진다.","O","X","","","O","용승이 약해지면 차갑고 영양염류가 풍부한 심층수가 올라오지 못해 페루 연안의 어획량이 크게 감소한다."
"ox","기후변화에 관한 정부간 협의체(IPCC)는 유엔환경계획(UNEP)과 세계보건기구(WHO)가 공동으로 설립했다.","O","X","","","X","IPCC는 기후변화 문제를 다루기 위해 세계기상기구(WMO)와 유엔환경계획(UNEP)이 공동으로 설립한 국제기구이다."
"ox","태양 활동이 활발해져 태양 흑점 수가 많아지면 지구에 도달하는 태양 복사 에너지양은 감소한다.","O","X","","","X","흑점은 주변보다 온도가 낮아 어둡게 보이지만, 흑점이 많을 때는 태양 활동이 활발한 시기이므로 지구에 도달하는 복사 에너지양은 오히려 증가한다."
"ox","화석연료를 대체할 수 있는 신재생에너지에는 태양광, 풍력, 지열, 수력, 그리고 원자력 에너지가 포함된다.","O","X","","","X","원자력 에너지는 온실가스 배출은 적지만, 우라늄이라는 한정된 자원을 사용하고 방사성 폐기물이 발생하므로 신재생에너지로 분류하지 않는다."
"ox","전 지구 평균 기온이 상승하면 바다와 지표면에서 증발하는 수증기량이 증가하여 집중호우 발생 가능성이 커진다.","O","X","","","O","기온이 상승하면 대기가 머금을 수 있는 수증기량이 많아지기 때문에, 비가 내릴 때 더 강하고 많은 양의 집중호우가 발생하기 쉽다."
"ox","탄소 배출권 거래제는 국가나 기업에 온실가스 배출 허용량을 부여하고, 남거나 부족한 배출권을 시장에서 사고팔 수 있도록 한 제도이다.","O","X","","","O","배출권을 거래함으로써 온실가스 감축 여력이 높은 기업이 온실가스를 더 많이 감축하도록 유도하는 경제적 제도이다."
"ox","최근 30년간의 관측 자료에 따르면, 우리나라의 기후는 점차 아열대 기후로 변화하는 경향을 보이고 있다.","O","X","","","O","여름이 길어지고 겨울이 짧아지며, 사과 재배 한계선이 북상하는 등 한반도 기후가 점차 아열대화되고 있다."
"ox","기후변화로 인해 바닷물의 온도가 상승하면 바닷물의 부피가 팽창하여 해수면이 상승하게 된다.","O","X","","","O","해수면 상승의 두 가지 주요 원인은 육지 빙하의 융해(녹음)와 수온 상승에 따른 바닷물의 열팽창이다."
"mcq","매년 6월 5일로, 국제연합(UN)이 지구 환경보전을 다짐하며 제정한 날은 무엇일까요?","지구의 날","세계 환경의 날","세계 해양의 날","세계 물의 날","세계 환경의 날","1972년 6월 스웨덴 스톡홀름에서 열린 '유엔인간환경회의'를 기념하기 위해 제정되었다."
"mcq","대기 중 온실가스 농도를 측정하기 위해 우리나라 기상청이 세운 기후변화감시소가 위치한 곳이 아닌 것은 어디일까요?","안면도","고산","울릉도·독도","서울","서울","기상청은 도심 오염의 영향을 적게 받는 안면도, 제주 고산, 울릉도·독도, 포항에서 기후변화를 감시하고 있다."
"mcq","동일한 양이 배출되었을 때 지구온난화에 미치는 영향을 수치로 나타낸 '지구온난화 지수(GWP)'가 가장 높은 온실가스는 무엇일까요?","이산화탄소","메테인","아산화질소","육불화황","육불화황","이산화탄소를 1로 보았을 때 육불화황(SF6)의 온난화 지수는 23,900으로 매우 높다."
"mcq","다음 중 기후변화를 일으키는 6대 주요 온실가스가 아닌 것은 무엇일까요?","이산화탄소(CO2)","메테인(CH4)","일산화탄소(CO)","아산화질소(N2O)","일산화탄소(CO)","일산화탄소는 대기 오염 물질이지만, 교토의정서에서 규정한 6대 온실가스에는 포함되지 않는다."
"mcq","온실가스 감축을 위한 우리의 일상생활 속 실천 방법으로 가장 거리가 먼 것은 무엇일까요?","일회용 컵 대신 텀블러 사용하기","가까운 거리는 걷거나 자전거 이용하기","음식물을 남기지 않고 쓰레기 줄이기","에너지 소비 효율 등급이 낮은 가전제품 사용하기","에너지 소비 효율 등급이 낮은 가전제품 사용하기","에너지 소비 효율 등급이 '높은(1등급에 가까운)' 제품을 사용해야 전기를 절약하고 온실가스를 줄일 수 있다."
"mcq","제품의 원료 채취, 생산, 수송, 사용, 폐기 등 전 과정에서 발생하는 온실가스 배출량을 이산화탄소로 환산하여 제품에 표시하는 제도는 무엇일까요?","탄소발자국","에코마크","우수재활용 마크","에너지절약 마크","탄소발자국","탄소발자국 표지를 통해 소비자는 온실가스 배출량이 적은 저탄소 친환경 제품을 쉽게 선택할 수 있다."
"mcq","다음 중 기후변화 협약의 당사국 총회(COP)가 열려 역사적인 기후 협약이나 의정서가 채택된 도시가 아닌 곳은 어디인가요?","교토","파리","글래스고","뉴욕","뉴욕","1997년 일본 교토, 2015년 프랑스 파리, 2021년 영국 글래스고 등에서 중요한 기후 총회가 열렸다."
"mcq","대기 중으로 배출된 온실가스를 숲 조성 등을 통해 다시 흡수하여 실질적인 순 배출량을 '0(Zero)'으로 만드는 개념은 무엇일까요?","탄소중립","저탄소성장","녹색성장","기후적응","탄소중립","탄소중립(Net-Zero)은 인간의 활동에 의한 온실가스 배출을 최대한 줄이고, 남은 온실가스는 흡수하거나 제거하여 실질적인 배출량을 0으로 만드는 것이다."
"mcq","지구온난화로 인한 전 지구적 해수면 상승을 유발하는 가장 주요한 원인 두 가지는 무엇인가요?","빙하 융해와 해수 열팽창","해수 염분 감소와 해류 변화","태풍 증가와 강수량 증가","오존층 파괴와 자외선 증가","빙하 융해와 해수 열팽창","그린란드나 남극 등 육지에 있는 빙하가 녹아 바다로 흘러들고, 수온이 상승해 바닷물의 부피가 팽창하면서 해수면이 상승한다."
"mcq","숲이나 나무 같은 육상 생태계가 흡수하는 탄소(그린 카본)와 대비되는 개념으로, 갯벌이나 염생식물 등 해양 생태계가 흡수하는 탄소를 일컫는 용어는 무엇인가요?","블루 카본","레드 카본","블랙 카본","화이트 카본","블루 카본","블루 카본은 연안에 서식하는 식물 생태계나 갯벌이 광합성을 통해 대기 중의 탄소를 흡수하여 갯벌 진흙 등에 저장하는 것을 말한다."
"short","태양에서 오는 해로운 자외선을 흡수하여 지구상의 생명체를 보호하는 역할을 하는 성층권의 기체는 무엇일까요?","","","","","오존","성층권의 오존은 좋은 역할을 하지만, 지표면 근처에 생성된 오존은 호흡기 질환을 유발하는 오염물질이 된다."
"short","지구 대기에 존재하는 온실가스 중 산업혁명 이후 화석연료 사용 등 인간 활동에 의해 가장 많이 배출되어 기후변화의 주범으로 꼽히는 기체는 무엇일까요?","","","","","이산화탄소","전체 온실가스 배출량의 약 80% 이상을 차지하며, 화석연료 연소 시 가장 많이 발생한다."
"short","북극해의 얼음이 녹으면 햇빛을 우주로 반사하는 비율이 낮아져 지구 온난화가 더욱 가속됩니다. 이처럼 어떤 표면이 빛을 반사하는 비율을 뜻하는 과학 용어는 무엇일까요?","","","","","알베도","얼음이나 눈은 알베도가 높아 햇빛을 잘 반사하지만, 바닷물은 알베도가 낮아 열을 잘 흡수한다."
"short","대기 중에 떠 있는 미세한 고체나 액체 입자로, 태양빛을 흩어지게(산란) 하여 일시적으로 지구를 냉각시키는 효과가 있는 이것은 무엇일까요? (화산 폭발 시 대량으로 발생하기도 합니다.)","","","","","에어로졸","에어로졸은 구름 생성 과정에서 응결핵 역할을 하기도 하며 기후에 복잡한 영향을 미친다."
"short","남극대륙과 그린란드, 높은 산악 지대 등을 덮고 있는 거대한 얼음 덩어리로, 지구 온난화로 인해 이것이 녹으면 해수면이 상승하게 됩니다. 이것은 무엇일까요?","","","","","빙하","육지에 있는 빙하가 녹아서 바다로 흘러 들어가면 해수면 상승의 직접적인 원인이 된다."
"short","2년 이상 연속해서 물이 얼어붙은 상태로 유지되는 토양으로, 시베리아나 알래스카 등에 널리 분포하며 기온 상승으로 녹을 경우 흙 속에 갇혀있던 다량의 메테인이 방출될 수 있는 이 지대는 무엇일까요?","","","","","영구동토층","영구동토층이 녹으면 강력한 온실가스인 메테인이 방출되어 온난화가 더 심해지는 악순환이 일어난다."
"short","식물이 광합성을 통해 대기 중의 이산화탄소를 흡수하고 유기물 형태로 탄소를 저장하는 기능을 의미하며, 산림이나 바다가 대표적인 역할을 하는 이것을 (탄소) 무엇이라고 할까요?","","","","","탄소흡수원","온실가스를 줄이기 위해서는 배출량을 줄이는 것뿐만 아니라 산림을 보호하여 탄소흡수원을 늘리는 것도 중요하다."
"short","1987년 에어컨 냉매 등으로 쓰이던 프레온가스(CFCs) 등 오존층 파괴 물질의 생산과 사용을 전 세계적으로 규제하기 위해 채택된 국제 환경 협약의 이름은 무엇일까요?","","","","","몬트리올 의정서","이 협약 덕분에 현재 남극 상공의 오존홀은 점차 회복되고 있는 추세이다."
"short","봄철 중국 북부와 몽골의 건조한 사막 지대에서 발생한 고운 흙먼지가 편서풍을 타고 날아와 우리나라 등에 가라앉는 현상은 무엇일까요?","","","","","황사","최근에는 사막화가 심해지면서 황사 발생 빈도와 강도가 증가하고 있다."
"short","바람이 부는 속도를 나타내는 기상 용어로, 이것이 초속 14m 이상일 때 강풍주의보가 내려집니다. 바람의 속력을 의미하는 두 글자의 단어는 무엇일까요?","","","","","풍속","풍속의 단위로는 주로 m/s(초속)를 사용한다."
"ox","온실가스는 우리 눈에 보이지 않는 무색 투명한 기체이지만, 특수한 장비를 탑재한 인공위성을 통해 전 지구적인 농도 분포를 관측할 수 있다.","O","X","","","O","온실가스 관측 위성은 온실가스가 특정 파장의 빛을 흡수하는 성질을 이용하여 지구 전체의 온실가스 농도를 추적한다."
"ox","2015년 채택된 파리협정은 산업화 이전 대비 전 지구 평균기온 상승폭을 1.5℃ 이하로 제한하기 위해 전 세계가 함께 노력하기로 합의했다.","O","X","","","O","1.5℃는 기후 재앙을 막기 위해 인류가 지켜야 할 마지노선으로 평가받고 있다."
"ox","갯벌, 염생식물, 해조류 등 해양 생태계가 흡수하여 저장하는 탄소를 '그린 카본(Green Carbon)'이라고 부른다.","O","X","","","X","육상의 산림 등이 흡수하는 탄소를 '그린 카본'이라 하고, 해양 생태계가 흡수하는 탄소는 '블루 카본(Blue Carbon)'이라고 부른다."
"ox","기상청은 내일의 날씨를 예측하는 일기예보뿐만 아니라, 과거의 기후 관측 자료를 바탕으로 먼 미래의 기후변화 시나리오를 생산하고 제공한다.","O","X","","","O","기상청은 국가 기후변화 표준 시나리오를 생산하여 정부와 지자체의 기후변화 대응 정책 수립을 지원한다."
"ox","여름철 도심의 기온이 아스팔트와 콘크리트 건물의 영향으로 주변 교외 지역보다 낮게 나타나는 현상을 오아시스 효과라고 한다.","O","X","","","X","도심의 기온이 주변보다 '높게' 나타나는 현상이며, 이를 등온선으로 그렸을 때 섬 모양 같다고 하여 '열섬 현상(Urban Heat Island)'이라고 한다."
"ox","나무를 심고 가꾸어 울창한 산림을 조성하는 것은 대기 중의 이산화탄소를 직접적으로 줄일 수 있는 대표적인 기후변화 완화 방법이다.","O","X","","","O","나무는 광합성 과정에서 이산화탄소를 흡수하고 산소를 내뿜으므로 훌륭한 천연 탄소흡수원 역할을 한다."
"ox","지구온난화가 계속해서 진행되면 전반적으로 기온이 상승하므로, 겨울철 기록적인 한파나 폭설은 절대 발생하지 않게 된다.","O","X","","","X","북극의 얼음이 녹으면서 북극의 찬 공기를 가둬두던 제트기류가 약해져, 오히려 찬 공기가 중위도로 쏟아져 내려와 이상 한파나 폭설이 발생하기도 한다."
"ox","세계기상기구(WMO)는 기후변화와 관련된 과학적 정보를 전 세계에 제공하기 위해 기후변화에 관한 정부간 협의체(IPCC)를 설립하는 데 참여했다.","O","X","","","O","WMO는 1988년 유엔환경계획(UNEP)과 공동으로 IPCC를 설립하였다."
"ox","자동차나 공장에서 화석 연료가 연소될 때 배출되는 황산화물(SOx)과 질소산화물(NOx)은 공기 중의 수분과 결합하여 산성비의 주요 원인 물질이 된다.","O","X","","","O","이들 물질은 산성비를 유발하여 토양과 호수를 산성화시키고 산림을 파괴하며 건축물을 부식시킨다."
"ox","기후위기에 효과적으로 대응하기 위해서는 비용이 저렴한 석탄 화력발전의 비중을 높이고 태양광 등 신재생에너지의 비중을 낮추어야 한다.","O","X","","","X","기후위기 대응을 위해서는 온실가스를 다량 배출하는 석탄 화력발전을 줄이고 친환경적인 신재생에너지로 전환해야 한다."
"mcq","대기 중의 수증기가 응결하여 미세한 물방울 형태로 지표면 가까이에 떠 있는 기상 현상으로, 가시거리가 1km 미만일 때를 부르는 말은 무엇일까요?","구름","안개","이슬","서리","안개","구름과 발생 원리는 비슷하지만, 지표면 근처에 떠 있어 시야를 가리는 현상을 안개라고 한다."
"mcq","강력한 태풍의 중심부에서 관측되는 '태풍의 눈'에 대한 설명으로 가장 옳은 것은 무엇일까요?","가장 바람이 강하게 분다","비가 가장 많이 내린다","날씨가 비교적 맑고 바람이 약하다","태풍의 가장자리에 위치한다","날씨가 비교적 맑고 바람이 약하다","태풍의 중심부(눈)에는 하강 기류가 약하게 생겨 구름이 없고 바람도 잦아들어 비교적 평온한 날씨가 나타난다."
"mcq","기후변화로 인해 바닷물의 온도가 올라가면서 산호에 영양을 공급하던 미세조류가 떠나, 적도 부근의 산호초가 하얗게 색을 잃고 죽어가는 현상은 무엇일까요?","산호 흑화현상","산호 백화현상","산호 적조현상","산호 녹조현상","산호 백화현상","산호 백화현상(Bleaching)은 해수온 상승 등으로 스트레스를 받은 산호가 하얗게 변하는 현상이다."
"mcq","식품의 생산, 운송, 소비 과정에서 배출되는 온실가스를 줄이기 위해 가장 권장되는 친환경적인 식생활 방법은 무엇일까요?","장거리 수입 농산물 소비","육류 위주의 식사","자신이 사는 지역에서 생산된 로컬푸드 소비","가공식품 위주의 소비","자신이 사는 지역에서 생산된 로컬푸드 소비","로컬푸드를 소비하면 식품 수송 거리(푸드 마일리지)가 짧아져 수송 과정에서 발생하는 이산화탄소를 크게 줄일 수 있다."
"mcq","건조한 기단이 장기간 머물면서 평년보다 강수량이 매우 적어, 농작물 피해나 식수 부족을 일으키는 자연재해는 무엇일까요?","홍수","가뭄","태풍","해일","가뭄","기후변화로 인해 전 세계적으로 폭우와 가뭄이라는 극단적인 날씨 변화가 동시에 심해지고 있다."
"mcq","온실가스와 미세먼지를 거의 배출하지 않아 탄소중립 실현을 위해 보급이 확대되고 있는 친환경 자동차에 해당하지 않는 것은 무엇일까요?","전기자동차","수소연료전지 자동차","플러그인 하이브리드 자동차","디젤(경유) 자동차","디젤(경유) 자동차","디젤 자동차는 연소 과정에서 다량의 온실가스와 미세먼지 원인 물질을 배출하는 내연기관 자동차이다."
"mcq","우리나라에서 주로 봄철에 나타나며, 건조한 바람과 맑은 날씨로 인해 메말라 있는 숲에서 발생 위험이 크게 높아지는 재해는 무엇일까요?","태풍","호우","대설","산불","산불","봄철에는 대기가 건조하고 바람이 강하게 불어 산불이 한 번 발생하면 대형 화재로 번지기 쉽다."
"mcq","야생동식물의 멸종을 막고 기후변화로 인한 생태계 파괴를 방지하기 위해, 전 세계적으로 멸종 위기에 처한 야생 동식물의 국제 거래를 엄격하게 규제하는 협약은 무엇일까요?","람사르 협약","바젤 협약","런던 협약","CITES(사이테스) 협약","CITES(사이테스) 협약","CITES는 멸종위기에 처한 야생동식물종의 국제 거래에 관한 협약이다."
"mcq","가정에서 온실가스를 줄이고 에너지를 절약하는 방법으로 올바르지 않은 것은 무엇일까요?","사용하지 않는 가전제품의 플러그 뽑기","전력 소모가 많은 백열등을 LED 조명으로 교체하기","여름철 실내 냉방 온도를 18도로 차갑게 유지하기","냉장고 문을 너무 자주 열었다 닫지 않기","여름철 실내 냉방 온도를 18도로 차갑게 유지하기","여름철 적정 실내 온도는 26~28℃이며, 지나친 냉방은 전력 낭비와 온실가스 배출의 주범이 된다."
"mcq","일상생활에서 발생하는 탄소 발자국을 줄이고 자원 순환을 돕기 위해 우리가 즉각적으로 실천할 수 있는 가장 효과적인 방법은 무엇일까요?","일회용 플라스틱 컵 사용 늘리기","가까운 거리도 무조건 개인용 자동차로 이동하기","재활용이 가능하도록 쓰레기를 깨끗하게 분리배출하기","겨울철 실내 난방 온도를 25도 이상으로 덥게 유지하기","재활용이 가능하도록 쓰레기를 깨끗하게 분리배출하기","올바른 분리배출은 버려지는 쓰레기를 줄이고 새로운 자원을 만드는 데 드는 에너지를 절약하여 온실가스 감축에 기여한다."
"ox","기상청은 온실가스 배출량의 변화에 따른 미래 기후 변화를 예측하기 위해 '기후변화 시나리오'를 제공한다.","O","X","","","O","기후변화 시나리오는 미래의 온실가스 배출 수준에 따라 기후가 어떻게 변할지 예측한 자료로, 대응 정책 수립에 필수적이다."
"ox","탄소포인트제는 가정이나 상업시설 등에서 전기, 상수도, 도시가스의 사용량을 절감하면 그에 따른 포인트를 부여하는 온실가스 감축 실천 프로그램이다.","O","X","","","O","지급받은 포인트는 현금, 상품권, 종량제 봉투 등으로 교환할 수 있어 생활 속 온실가스 감축을 장려한다."
"ox","기후변화로 인해 바닷물의 온도가 상승하면 해양 생태계가 안정되어 적조 현상의 발생 빈도가 줄어든다.","O","X","","","X","수온이 상승하면 플랑크톤이 이상 증식하는 적조 현상이 자주 발생하여 어패류 집단 폐사 등 피해가 커진다."
"ox","신재생 에너지는 화석 연료를 대체할 수 있는 친환경적인 에너지로, 태양열, 풍력, 지열 등이 여기에 속한다.","O","X","","","O","신재생 에너지는 온실가스를 거의 배출하지 않아 기후변화 대응을 위한 핵심 기술로 꼽힌다."
"ox","엘니뇨가 발생하면 우리나라의 겨울철 기온은 평년보다 낮아지는 경향이 뚜렷하다.","O","X","","","X","엘니뇨가 발달하는 해의 겨울철 우리나라는 평년보다 기온이 높고 강수량이 많아지는 경향을 보인다."
"ox","지구의 평균 기온이 1.5도 상승하는 것을 막기 위해 '파리협정'에서는 모든 국가가 온실가스 감축 의무를 이행하도록 규정하였다.","O","X","","","O","선진국만 의무를 졌던 교토의정서와 달리, 파리협정은 개발도상국을 포함한 모든 당사국이 온실가스 감축 목표를 설정하고 이행해야 한다."
"ox","우리나라의 정지궤도 기상위성 천리안 2A호는 기상 관측뿐만 아니라 우주 기상 관측 임무도 함께 수행한다.","O","X","","","O","천리안 2A호는 고화질 컬러 기상 영상뿐만 아니라 태양 흑점 폭발 등 우주 기상 감시 기능도 탑재하고 있다."
"ox","여름철 잠들기 어려운 '열대야'는 밤(18:01~익일 09:00) 최저기온이 20도 이상인 날을 말한다.","O","X","","","X","열대야는 밤 최저기온이 25도 이상으로 유지되어 수면을 방해할 정도의 무더운 밤을 의미한다."
"ox","산성비는 대기 중의 이산화탄소만이 물에 녹아 자연적으로 발생하는 약한 산성의 비를 말한다.","O","X","","","X","산성비는 공장이나 자동차 배기가스에서 배출되는 황산화물이나 질소산화물이 수분과 결합하여 형성된 강한 산성의 비를 말한다."
"ox","육류 위주의 식습관보다 채식 위주의 식습관이 지구온난화를 늦추고 온실가스 배출을 줄이는 데 큰 도움이 된다.","O","X","","","O","가축을 기르는 과정에서 엄청난 양의 메탄가스와 이산화탄소가 배출되기 때문에 채식 위주의 식단이 친환경적이다."
"mcq","대기 중에 떠다니는 미세먼지(PM10)는 사람의 머리카락 굵기와 비교했을 때 어느 정도 크기인가요?","머리카락 굵기의 약 1/5 ~ 1/7","머리카락 굵기의 약 1/20 ~ 1/30","머리카락 굵기의 절반","머리카락 굵기의 약 1/100","머리카락 굵기의 약 1/5 ~ 1/7","미세먼지(PM10)는 머리카락 지름의 1/5~1/7 정도로 매우 작으며, 초미세먼지(PM2.5)는 1/20~1/30 정도로 더 작다."
"mcq","다음 중 여름철 폭염 특보 발령 시 올바른 대처 방법으로 옳지 않은 것은 무엇일까요?","충분한 수분 섭취하기","가장 더운 낮 시간대 야외 활동 자제하기","헐렁하고 밝은 색의 가벼운 옷 입기","실내 창문을 꽉 닫고 선풍기만 강하게 틀기","실내 창문을 꽉 닫고 선풍기만 강하게 틀기","밀폐된 공간에서 선풍기만 켜두면 오히려 온열질환 위험이 커질 수 있으므로 환기가 필요하다."
"mcq","가전제품에 붙어 있는 '에너지 소비 효율 등급'에서 에너지를 가장 많이 절약할 수 있는 등급은 몇 등급인가요?","1등급","3등급","5등급","10등급","1등급","1등급 제품을 사용하면 5등급 제품에 비해 에너지를 30~40% 절약할 수 있어 온실가스 감축에 도움이 된다."
"mcq","기후변화로 인해 나타나는 우리나라의 계절 길이 변화 특징으로 가장 적절한 것은 무엇일까요?","여름과 겨울이 모두 짧아진다.","봄과 가을이 점점 길어진다.","여름이 길어지고 겨울이 짧아진다.","사계절의 뚜렷함이 더욱 강조된다.","여름이 길어지고 겨울이 짧아진다.","과거에 비해 여름은 약 20일 길어졌고, 겨울은 약 22일 짧아지면서 아열대 기후로 변화하고 있다."
"mcq","기후변화의 심각성을 알리기 위해 매년 3월 마지막 주 토요일 저녁 8시 30분부터 1시간 동안 전 세계적으로 소등하는 환경 캠페인은 무엇인가요?","어스 아워 (Earth Hour)","지구의 날","환경의 날","워터 데이","어스 아워 (Earth Hour)","세계자연기금(WWF)이 주도하는 '어스 아워'는 지구에 휴식을 주고 기후위기에 대한 경각심을 높이는 캠페인이다."
"mcq","온실가스 배출량을 줄이지 않고 현재 추세대로 계속 배출할 경우를 가정한 미래 기후변화 최악의 시나리오는 무엇인가요?","RCP 2.6","RCP 4.5","RCP 6.0","RCP 8.5","RCP 8.5","RCP 8.5 시나리오는 저감 노력 없이 현재 추세로 온실가스가 배출될 때를 가정한 매우 위험한 시나리오이다."
"mcq","재생 에너지 중에서 해안가의 밀물과 썰물의 수위 차이를 이용하여 수차를 돌려 전기를 생산하는 발전 방식은 무엇인가요?","수력 발전","조력 발전","풍력 발전","지열 발전","조력 발전","조력 발전은 조수 간만의 차가 큰 서해안 같은 지역에서 유리하며, 우리나라 시화호 조력발전소가 대표적이다."
"mcq","태풍의 이름은 어떻게 정해질까요?","미국 기상청이 임의로 알파벳 순서대로 정한다.","아시아·태평양 지역 14개국이 제출한 이름을 순서대로 사용한다.","발견한 기상학자의 이름을 딴다.","가장 큰 피해를 입은 지역의 이름을 붙인다.","아시아·태평양 지역 14개국이 제출한 이름을 순서대로 사용한다.","태풍위원회 회원국 14개국이 각각 10개씩 제출한 총 140개의 고유 명칭을 차례대로 돌아가며 사용한다."
"mcq","겨울철 차가운 시베리아 고기압이 확장할 때, 상대적으로 따뜻한 서해상을 지나면서 눈구름을 만들어 주로 폭설이 내리는 지역은 어디인가요?","강원 영동 지방","호남 서해안과 제주도","영남 내륙 지방","서울과 수도권","호남 서해안과 제주도","찬 공기가 따뜻한 바다 위를 지날 때 발생하는 '해기차'로 인해 눈구름이 발달하여 서해안 지역에 많은 눈이 내린다."
"mcq","다음 중 대기 중의 이산화탄소를 흡수하는 대표적인 '자연 생태계' 두 곳은 어디인가요?","사막과 툰드라","바다와 산림","빙하와 만년설","초원과 황무지","바다와 산림","바다는 해조류와 플랑크톤을 통해, 산림은 나무의 광합성을 통해 엄청난 양의 이산화탄소를 흡수한다."
"mcq","제품의 원료 채취부터 생산, 수송, 사용, 폐기까지 전 과정에서 발생하는 온실가스 배출량을 계산하여 제품에 표기하는 제도는 무엇인가요?","친환경 마크","탄소발자국 표지 (라벨링)","에너지 절약 마크","재활용 의무 마크","탄소발자국 표지 (라벨링)","소비자가 온실가스 배출량이 적은 저탄소 제품을 쉽게 알아보고 구매할 수 있도록 돕는 제도이다."
"mcq","대기권 중 태양의 해로운 자외선을 흡수하여 지구 생명체를 보호하는 '오존층'이 주로 분포하는 고도는 어디인가요?","대류권 (지표면~10km)","성층권 (10~50km)","중간권 (50~80km)","열권 (80km 이상)","성층권 (10~50km)","오존층은 성층권(약 20~30km 고도)에 집중적으로 모여 자외선을 막아주는 방패 역할을 한다."
"mcq","온난화로 인해 북극의 빙하가 녹으면 지표면이 햇빛을 우주로 반사하는 비율이 떨어져 지구의 온도가 더 가파르게 올라가게 됩니다. 이 현상을 무엇이라 하나요?","알베도 (반사율) 감소 효과","온실효과 증가","열섬현상 심화","사막화 촉진","알베도 (반사율) 감소 효과","흰색의 빙하는 햇빛을 잘 반사(알베도가 높음)하지만, 빙하가 녹아 짙은 색의 바다가 드러나면 태양열을 더 많이 흡수한다."
